"","metabolites 1","metabolites 2","metabolites 3","metabolites 4","metabolites 5"
"77",261.948822299019,371.135009534191,426.983144530095,175.775706255808,133.316840464249
"78",408.345025719609,341.018189908937,248.093997780234,169.468611828052,355.37384058116
"79",484.511857503094,81.4086164347827,129.450888687279,246.849790692795,497.215419134591
"80",353.761180536821,496.685538056772,481.299174495507,304.067708039656,391.167929000221
"81",144.555180042516,104.551306006033,373.302068246994,227.470625098795,364.949789026286
"82",226.276863762178,270.082446373999,135.271610086784,294.931202661246,191.614597348962
"83",302.537379134446,343.450112151913,152.816616301425,465.128212305717,369.554004271049
"84",119.020436541177,335.770905099344,326.229887397494,142.328779550735,73.2096068095416
"85",80.8953459840268,355.320573376957,262.882903788704,79.652636742685,439.782842819113
"86",263.002691557631,62.4395261285827,263.025264337193,236.2228821381,484.783864300698
"87",77.0843820064329,450.64770396566,397.466643515509,468.278030201327,379.875011916738
"88",154.547940625343,144.103448896203,314.704883797094,353.699420054909,140.555565303657
"89",428.096289769746,327.068400732242,445.206565223634,386.095639469568,462.064608884975
"90",174.497685418464,495.635968714487,459.478884900454,117.477804992814,396.939732460305
"91",127.760399633553,480.584014905617,496.722691366449,220.406827225816,190.402468538377
"92",254.126746021211,397.040810459293,243.340673611965,298.405900085345,470.463305828162
"93",333.71071848087,117.135612852871,426.47763666464,449.81585330097,484.213703253772
"94",499.115461006295,128.186704800464,288.778075727168,214.985227643047,222.390718094539
"95",143.256504728924,356.081508111674,192.995679867454,228.340504982043,496.936146484222
"96",312.074497155845,471.449380053673,296.003733703401,476.326723909006,291.202059679199
"97",477.068305457942,332.162162603345,311.495980189648,69.5094271795824,412.718766601756
"98",116.218149743509,149.437423015479,421.687976631802,155.472708877642,457.528272492345
"99",413.812649808824,365.935829409864,418.243493558839,99.3148363661021,230.055621219799
"100",105.562792276032,222.728607908357,450.756294769235,195.645790384151,255.398343072738
