Index	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8
MADP0202	3320000	2730000	2780000	2470000	2380000	1420000	3830000	2300000	3940000	2960000	5730000	2320000	1410000	381000	277000	1660000	271000	208000	269000	1490000	1340000	2180000	2230000	275000
MADP0203	5910000	2800000	6050000	5300000	5920000	8490000	5450000	3900000	5240000	6430000	6410000	5700000	4260000	3460000	3960000	6730000	4460000	7500000	5180000	4900000	3620000	6410000	6220000	5710000
MADP0205	1100000	781000	1030000	1210000	1130000	1620000	1250000	1680000	724000	1540000	1070000	976000	727000	583000	292000	381000	529000	74000	701000	307000	963000	231000	435000	899000
MADP0207	1910000	2250000	3320000	2640000	2990000	3450000	2770000	2480000	2230000	4370000	2600000	2810000	3940000	2580000	3040000	3830000	3450000	2830000	3790000	2680000	2990000	3440000	2940000	3100000
MADP0208	77600000	68900000	106000000	95600000	93400000	77300000	134000000	103000000	103000000	86800000	83500000	97000000	80300000	66300000	86100000	84000000	83200000	77700000	126000000	82400000	89400000	92500000	103000000	83400000
MADP0209	1790000	1690000	2040000	1150000	2690000	2670000	2190000	1830000	1720000	2850000	1800000	2110000	1270000	1160000	1330000	2250000	1410000	1620000	1540000	1700000	1980000	2120000	1810000	1740000
MADP0211	379000	233000	300000	192000	321000	334000	312000	289000	235000	445000	429000	331000	250000	223000	174000	409000	204000	313000	272000	245000	259000	241000	203000	311000
MADP0212	220000000	310000000	349000000	280000000	299000000	223000000	236000000	191000000	173000000	296000000	166000000	180000000	240000000	195000000	149000000	264000000	206000000	222000000	245000000	163000000	145000000	232000000	177000000	207000000
MADP0216	23500000	23400000	11100000	26200000	27000000	17700000	25600000	17100000	27400000	39500000	40700000	32300000	9530000	7150000	5970000	5390000	6810000	6820000	8650000	6780000	6620000	9020000	13200000	11600000
MADP0227	1650000	1450000	1660000	1600000	1800000	1780000	1490000	1380000	1560000	2350000	1550000	1750000	376000	454000	444000	335000	355000	482000	323000	305000	320000	309000	340000	388000
MADP0233	1000000	730000	818000	764000	894000	1110000	926000	838000	793000	958000	733000	908000	1480000	1170000	1230000	933000	962000	1140000	746000	882000	1120000	918000	1250000	1120000
MADP0235	10500000	7400000	14800000	15000000	19400000	17600000	17500000	13000000	14000000	23000000	10800000	19600000	11100000	8110000	8200000	18900000	8590000	8940000	8470000	8450000	14900000	11000000	13400000	14200000
MADP0244	196000	164000	128000	159000	174000	156000	168000	149000	138000	129000	135000	145000	154000	221000	171000	223000	180000	151000	144000	165000	182000	239000	166000	179000
MADP0247	6060000	4410000	5610000	4490000	7190000	8100000	6500000	5200000	5570000	10500000	7230000	7410000	4000000	3630000	4410000	7110000	3910000	4540000	4830000	3140000	5960000	4170000	4700000	7410000
MADP0253	94300	43700	144000	235000	110000	69500	356000	73300	21500	230000	229000	227000	41000	38800	84800	72400	23400	38500	21600	55200	30200	88900	95600	120000
MADP0257	1450000	541000	1050000	2360000	469000	1220000	2150000	1620000	852000	2130000	437000	953000	2890000	1170000	1570000	997000	970000	1160000	626000	512000	3090000	4280000	4570000	4410000
MADP0259	9	82500	88100	93800	119000	89800	9	147000	105000	179000	87600	112000	116000	167000	124000	139000	96600	178000	158000	75100	113000	146000	144000	109000
MADP0260	217000	268000	152000	273000	186000	200000	275000	309000	335000	195000	336000	336000	256000	212000	247000	317000	135000	204000	339000	370000	375000	167000	278000	151000
MADP0267	131000000	176000000	120000000	166000000	143000000	135000000	105000000	93300000	120000000	184000000	110000000	134000000	82200000	100000000	74600000	79600000	88200000	64600000	39100000	77500000	39600000	55100000	106000000	70100000
MADP0268	3460000	5150000	1020000	4460000	4150000	2370000	1980000	1410000	1700000	3270000	1090000	1310000	796000	1710000	801000	769000	879000	682000	201000	499000	213000	298000	317000	338000
MADP0270	383000	474000	529000	344000	832000	2280000	743000	932000	703000	1500000	869000	879000	419000	376000	836000	817000	724000	600000	724000	286000	648000	472000	280000	724000
MADP0289	23100000	18600000	24100000	22200000	19500000	21600000	19400000	18900000	16600000	30500000	18400000	22200000	31400000	30200000	33200000	40400000	30500000	37300000	32400000	40500000	27700000	28300000	32600000	54100000
MADP0290	172000	114000	139000	194000	89200	152000	59800	36700	47300	69500	8310	78300	278000	187000	149000	134000	200000	228000	191000	206000	94700	196000	164000	176000
MADP0295	93200	73900	138000	86200	89900	82200	60800	85500	65000	119000	65100	95200	44600	36900	36000	80200	24400	23800	33000	52400	65500	46000	85300	49000
MADP0299	275000	180000	175000	177000	184000	297000	166000	145000	185000	160000	201000	116000	133000	178000	131000	167000	141000	155000	159000	174000	170000	204000	219000	191000
MADP0300	1720000	8560000	10300000	1270000	6450000	11700000	11400000	12200000	10100000	6920000	5670000	2100000	5720000	3520000	7630000	12900000	4910000	8130000	14100000	7600000	3030000	6390000	1430000	2390000
MADP0303	5650000	8760000	15100000	7370000	14500000	15900000	3750000	9050000	13400000	18400000	18500000	17400000	3470000	5120000	7740000	6580000	7830000	8580000	5580000	3180000	8420000	2850000	3390000	17400000
MADP0308	69900	62100	53700	52000	55400	88700	37600	52400	57100	94700	56600	77200	57000	33900	45300	93600	43800	52100	50300	35000	49300	19500	73500	59600
MADP0310	93900	87300	87500	52100	109000	146000	39800	68600	72000	112000	113000	108000	64900	74700	103000	68100	101000	97400	102000	9	107000	50800	34500	106000
MADP0312	1150000	505000	1050000	629000	1440000	2230000	1080000	1130000	1400000	2910000	1620000	1310000	678000	712000	1170000	1910000	885000	1040000	1080000	529000	1890000	1370000	1030000	1740000
MADP0316	3280000	1650000	1680000	1750000	2330000	2670000	2030000	1970000	1290000	1900000	821000	1090000	1390000	974000	1400000	1670000	1200000	1210000	1200000	1130000	1350000	1600000	1560000	1280000
MADP0320	113000	103000	105000	94700	162000	305000	262000	211000	207000	162000	173000	150000	378000	308000	218000	246000	231000	179000	264000	395000	397000	161000	378000	351000
MADP0323	277000	254000	132000	190000	483000	3560000	440000	219000	217000	957000	409000	428000	200000	141000	238000	489000	266000	300000	202000	189000	392000	211000	199000	373000
MADP0328	22900	168000	306000	295000	151000	158000	344000	153000	276000	294000	191000	20500	207000	13200	180000	386000	340000	391000	482000	147000	324000	384000	344000	21700
MADP0329	89700	104000	91800	71900	96700	92600	137000	111000	96900	98600	57800	70100	88600	88100	118000	66000	87900	125000	92000	95100	43400	65900	89100	92000
MADP0338	315000	245000	367000	105000	241000	301000	205000	139000	325000	308000	124000	221000	164000	203000	321000	396000	317000	206000	378000	149000	489000	358000	314000	535000
MADP0339	318000	237000	332000	172000	305000	175000	338000	374000	236000	242000	420000	312000	177000	181000	142000	241000	117000	161000	200000	182000	201000	83800	129000	177000
MADP0345	652000	127000	189000	396000	123000	73200	131000	364000	186000	369000	1310000	543000	25100	68000	27900	52300	73500	117000	39200	51900	62900	41600	71100	103000
MADP0348	119000	63700	130000	129000	57300	120000	116000	87900	75700	100000	90700	73000	156000	71200	94900	80800	70300	82700	134000	120000	134000	62800	80900	133000
MADP0356	1050000	840000	796000	518000	900000	997000	587000	704000	866000	1050000	718000	739000	834000	1160000	1140000	791000	1050000	920000	953000	1010000	1240000	496000	1140000	1500000
MADP0359	183000	128000	131000	105000	121000	205000	103000	118000	93700	263000	118000	130000	86100	77600	75400	144000	85000	97600	93300	108000	126000	126000	133000	129000
MADP0369	195000	570000	889000	223000	701000	773000	188000	455000	667000	1020000	878000	797000	339000	261000	537000	180000	547000	619000	539000	211000	641000	104000	111000	601000
MADP0373	202000	51800	55700	114000	97500	124000	140000	142000	77900	181000	95600	82300	49600	34900	18300	105000	75800	73700	69700	57500	94600	73900	65600	141000
MADP0376	935000	1050000	1030000	537000	1270000	821000	1250000	1330000	1170000	1190000	968000	1290000	380000	885000	650000	550000	476000	495000	611000	461000	573000	476000	471000	846000
MADP0381	120000	75100	128000	162000	86900	76100	160000	165000	146000	155000	147000	52000	80800	62000	44300	244000	46200	72500	91100	57500	44400	46000	86100	114000
MADP0384	821000	647000	857000	583000	705000	745000	772000	1190000	964000	917000	1020000	482000	608000	382000	356000	645000	423000	347000	436000	513000	790000	450000	462000	669000
MADP0385	225000	97900	123000	106000	164000	288000	152000	138000	76300	247000	91600	145000	109000	68700	101000	152000	27400	148000	76800	40800	152000	97700	74800	88000
MADP0388	1250000	532000	1140000	854000	1160000	1600000	651000	862000	1030000	2330000	1040000	1310000	520000	414000	576000	973000	268000	472000	366000	548000	819000	794000	845000	1010000
MADP0390	998000	1160000	1480000	594000	1470000	1150000	1360000	1410000	1750000	982000	1160000	1350000	435000	960000	539000	891000	575000	624000	544000	533000	777000	597000	503000	950000
MADP0391	62700	51600	42200	57800	104000	132000	61500	77100	117000	104000	95000	76400	51300	70400	65600	114000	85200	103000	80200	47900	109000	44300	65700	114000
MADP0392	108000	64400	110000	115000	84900	88900	132000	151000	119000	156000	115000	54000	101000	53100	41700	125000	98800	88300	81000	79200	57400	35800	114000	137000
MADP0393	134000	69500	73000	122000	84200	110000	152000	207000	117000	153000	138000	90600	84400	48200	69600	121000	68200	83300	69700	111000	90800	66400	104000	124000
MADP0394	3230000	3340000	2040000	3650000	2040000	1880000	1650000	1710000	2330000	3390000	1610000	1970000	1270000	2730000	2000000	729000	2340000	2070000	1390000	1050000	703000	1260000	1820000	1690000
MADP0396	886000	740000	725000	595000	1120000	1550000	677000	1070000	720000	1360000	913000	1220000	610000	623000	318000	873000	585000	768000	515000	602000	610000	746000	898000	971000
MADP0397	457000	260000	356000	274000	447000	371000	374000	771000	489000	575000	605000	375000	213000	204000	235000	393000	176000	160000	292000	366000	433000	193000	143000	342000
MADP0398	765000	272000	260000	270000	307000	386000	561000	588000	684000	387000	626000	620000	362000	350000	741000	519000	592000	560000	616000	734000	551000	572000	546000	704000
MADP0399	1390000	981000	853000	878000	1180000	1620000	725000	1160000	949000	1800000	1110000	1040000	583000	521000	611000	1150000	475000	532000	546000	525000	1170000	757000	690000	432000
MADP0400	504000	658000	501000	649000	703000	428000	417000	338000	459000	809000	293000	505000	247000	433000	216000	336000	299000	239000	95900	335000	205000	315000	435000	224000
MADP0404	4520000	3100000	3440000	2220000	4180000	6280000	2670000	3360000	3310000	6310000	4040000	3510000	1580000	1840000	2330000	3880000	1530000	2240000	2600000	1820000	4810000	2590000	2210000	2530000
MADP0405	231000	216000	197000	256000	262000	441000	300000	227000	192000	462000	305000	322000	188000	111000	161000	278000	234000	281000	163000	280000	176000	295000	264000	270000
MADP0410	783000	554000	571000	436000	1170000	924000	1610000	652000	937000	846000	929000	1340000	301000	627000	645000	542000	560000	757000	761000	446000	597000	494000	639000	1140000
MADP0413	1430000	1260000	1200000	417000	1320000	1800000	1030000	1200000	635000	1950000	1480000	1440000	431000	677000	837000	589000	541000	608000	777000	352000	625000	222000	322000	1060000
MADP0414	294000	200000	246000	229000	332000	444000	249000	295000	213000	573000	272000	306000	172000	145000	169000	430000	193000	221000	217000	208000	399000	165000	255000	312000
MADP0425	1900000	927000	1030000	526000	1630000	1750000	641000	526000	1250000	2430000	1260000	1440000	604000	412000	435000	1380000	429000	1100000	827000	582000	1990000	1380000	1170000	1450000
MADP0427	2770000	1920000	2790000	1570000	2410000	2210000	2860000	3040000	3470000	2720000	3120000	2550000	1510000	2240000	1730000	2170000	1370000	1410000	1660000	1450000	2850000	1610000	1770000	3070000
MADP0428	337000	220000	260000	280000	475000	618000	424000	309000	294000	710000	311000	348000	220000	168000	279000	467000	197000	279000	231000	253000	357000	241000	306000	350000
MADP0429	1150000	494000	764000	552000	676000	693000	719000	995000	783000	821000	983000	596000	542000	355000	327000	602000	470000	368000	408000	444000	771000	370000	469000	339000
MEDN0049	1510000	652000	985000	936000	881000	1110000	775000	788000	663000	811000	385000	1240000	873000	646000	1050000	1190000	682000	1120000	707000	808000	557000	1310000	891000	953000
MEDN0061	10400	11000	11900	9910	9160	7220	13400	9240	4830	9620	7200	10700	9240	8180	5690	10200	7640	8650	7240	8040	10100	12700	8490	12700
MEDN0084	1350000	1140000	1440000	1210000	1380000	1680000	1350000	1490000	1220000	1540000	1260000	1300000	1330000	1110000	1260000	1390000	1130000	1050000	1130000	1020000	1210000	1030000	1240000	1310000
MEDN0086	932000	730000	625000	995000	661000	958000	992000	910000	690000	868000	597000	713000	1040000	709000	540000	886000	597000	686000	674000	702000	662000	793000	738000	513000
MEDN0089	35600	35800	44100	29300	25600	26400	29400	34500	39700	34200	31900	21300	44900	87200	83000	38900	90900	58500	69500	85100	43600	47700	46400	33200
MEDN0097	1890000	2290000	3500000	1160000	2630000	2870000	1150000	1980000	2280000	3210000	2350000	3000000	1270000	2010000	2090000	1980000	2280000	2210000	2000000	995000	2370000	972000	1240000	4070000
MEDN0098	1950000	2010000	2170000	1540000	1800000	2230000	1810000	1790000	1710000	2260000	1900000	1890000	1790000	1780000	1740000	2010000	1660000	1860000	2200000	1780000	1880000	2030000	2000000	2330000
MEDN0106	75900	38200	67400	71900	62000	135000	61400	131000	83600	103000	167000	92200	80100	48000	90800	56400	92300	88900	42600	62600	99500	34200	55200	39300
MEDN0109	1240000	710000	672000	485000	154000	909000	671000	759000	587000	547000	454000	425000	819000	1360000	1080000	702000	1080000	232000	1560000	1490000	1260000	769000	1510000	917000
MEDN0110	45700	48200	45100	57400	41100	50600	55500	39000	53500	38000	51000	43900	41500	53500	25300	38600	67000	64100	51300	22400	44400	43000	45200	43100
MEDN0113	73500	81600	65500	74900	65500	88000	56100	74600	58700	48000	31200	51700	67700	53200	62400	25600	43100	57300	77000	61300	46700	68700	35700	74200
MEDN0124	58700	48000	33200	36800	31200	37500	44100	41000	43600	24800	25800	34000	43200	85700	71000	40500	69900	50300	66400	76700	48400	62700	68400	46200
MEDN0141	31000	25400	18700	15600	52700	311000	43300	22300	15500	104000	55600	40200	10200	16300	26800	105000	27700	38900	33700	27300	48400	17400	29000	46800
MEDN0152	250000	134000	98200	143000	67100	152000	223000	257000	250000	172000	345000	244000	229000	189000	263000	246000	307000	201000	317000	352000	361000	283000	453000	276000
MEDN0180	330000	162000	187000	132000	179000	465000	300000	265000	295000	392000	415000	495000	122000	118000	178000	107000	110000	86600	72800	124000	250000	267000	99200	213000
MEDN0206	53200	45500	37000	60400	65000	57900	91300	41000	48100	65300	59900	54200	19900	22700	29400	19400	22200	27800	24900	23800	25500	22300	20500	41200
MEDN0210	17100	27700	31700	25700	10400	30700	15800	25600	20300	27800	18400	19500	25700	17900	52100	30400	26800	17200	21700	23100	13100	21300	24400	21700
MEDN0226	462000	570000	591000	609000	569000	485000	540000	467000	378000	512000	442000	449000	529000	418000	375000	584000	494000	595000	593000	373000	373000	568000	479000	504000
MEDN0263	106000	196000	240000	74100	213000	219000	69200	187000	202000	223000	116000	215000	112000	184000	227000	158000	238000	250000	240000	78000	247000	56300	65300	403000
MEDN0290	16700	16300	12500	23700	15000	22100	41200	25800	18900	50700	16700	17600	17400	21400	32900	14200	16300	33200	21700	35400	18000	15900	18700	22800
MEDN0311	15900	9250	13200	5160	11600	10000	9610	11900	10800	9930	9430	13000	10100	11100	14900	12400	8600	13500	13700	10200	10700	12500	13400	12100
MEDN0334	1890000	2290000	3500000	1160000	2630000	2870000	1150000	1980000	2280000	3210000	2350000	3000000	1270000	2010000	2090000	1980000	2280000	2210000	2000000	995000	2370000	972000	1240000	4070000
MEDN0338	92500	88500	60500	110000	112000	111000	122000	179000	226000	120000	292000	219000	30200	42200	58300	103000	41200	59700	19200	86900	75200	20600	44700	78700
MEDN0342	8280	8490	4990	6060	6440	6900	9950	7310	7530	5970	7640	6700	9150	7780	7760	6550	8850	5380	7430	5120	7440	8510	7160	8230
MEDN0349	21600	13100	23100	15100	16500	13300	12400	9410	17500	19500	18200	19700	13500	28400	23200	21800	28100	38500	25000	11900	28100	21600	18500	35500
MEDN0350	1300000	995000	938000	899000	1220000	1740000	785000	999000	1250000	2160000	975000	1260000	652000	1510000	1180000	1070000	842000	1040000	1170000	931000	1090000	667000	1190000	1640000
MEDN0360	13400	18100	38000	56000	27100	18000	20100	34200	54600	61600	47600	50300	23600	12900	4060	10200	9	6230	13500	9	8290	6110	12900	9
MEDN0362	6560000	6750000	8710000	8780000	12100000	5270000	10300000	8630000	6530000	11100000	9420000	9200000	13700000	7280000	5730000	15000000	5430000	12900000	9150000	8840000	6000000	12000000	5580000	5210000
MEDN0364	1350000	1170000	2340000	2860000	2140000	1770000	1010000	2830000	1910000	2620000	3630000	3400000	1870000	531000	809000	1410000	960000	941000	799000	1070000	731000	966000	764000	375000
MEDN0366	2790000	2340000	3910000	3660000	3570000	3020000	2340000	4890000	2810000	3890000	5480000	4170000	4540000	1820000	2590000	3160000	2130000	3280000	2360000	2600000	2150000	2660000	1950000	1270000
MEDN0368	45800	143000	85600	78400	194000	178000	87600	95100	76300	118000	64700	72800	452000	245000	374000	280000	132000	1300000	63200	290000	185000	463000	134000	76600
MEDN0370	13500	40300	83700	99200	42700	13100	36800	105000	68100	109000	76500	113000	39300	18300	13900	14100	13900	19000	11400	16100	7540	52200	8740	8980
MEDN0372	191000	261000	381000	425000	261000	174000	336000	78100	383000	446000	630000	448000	426000	104000	169000	284000	188000	136000	192000	216000	171000	188000	147000	76300
MEDN0373	75400	59600	67000	22200	51700	74700	38600	33600	45600	67400	41200	41200	49300	128000	85600	48000	102000	80500	102000	57300	92000	42700	72100	115000
MEDN0375	80200	306000	189000	93900	208000	236000	241000	252000	156000	137000	84500	97000	221000	263000	247000	231000	184000	418000	350000	243000	199000	146000	108000	193000
MEDN0376	54600	54800	57900	65100	67500	62000	55700	50600	54800	42100	60600	54700	62800	59800	62400	52600	62600	58600	57000	62200	57500	57000	50400	55100
MEDN0378	41900	106000	52500	31000	58100	117000	78900	90800	74000	73800	45700	32200	54000	42900	57300	65500	23300	52600	78100	67200	58600	46300	29200	17300
MEDN0380	17800000	13500000	15700000	16600000	15500000	16100000	17700000	19900000	15900000	13700000	13700000	14500000	18000000	17600000	21100000	14600000	21200000	23000000	18000000	21800000	20600000	22400000	18200000	18200000
MEDN0381	1480000	1220000	1250000	1370000	1450000	1320000	1480000	1310000	1350000	1070000	1100000	1140000	1660000	1630000	1730000	1430000	1600000	1810000	1340000	1470000	1390000	1310000	1610000	1480000
MEDN0383	1570000	1420000	1750000	1380000	1520000	1110000	1330000	1540000	1360000	1430000	1390000	1350000	1400000	1440000	1640000	1610000	1950000	1340000	1560000	1380000	1420000	1560000	1580000	1680000
MEDN0385	92300	115000	75400	113000	119000	100000	104000	118000	89600	105000	108000	92600	92400	95300	97400	80900	82000	97500	82000	98200	77300	86400	78200	85500
MEDN0388	4660	3620	6530	4330	3870	4480	3980	4480	5840	4330	3100	4450	4060	3950	3020	3160	4630	1820	3990	4280	5640	4500	6850	4090
MEDN0390	16900000	13600000	7750000	9060000	10400000	21300000	12200000	16600000	13600000	15900000	16500000	12600000	10300000	8700000	11400000	10100000	4520000	10200000	10300000	9360000	12500000	12300000	12500000	4900000
MEDN0391	831000	626000	534000	616000	647000	874000	626000	708000	765000	791000	823000	585000	568000	522000	574000	514000	498000	493000	567000	565000	731000	544000	695000	439000
MEDN0394	5270	5850	3100	3840	2460	3660	3310	2960	2980	3560	3070	3320	3380	3280	3840	2660	2700	3390	3070	3550	3730	3340	4490	2900
MEDN0398	1900000	1610000	1080000	1480000	1440000	2010000	1400000	1560000	1750000	1760000	1940000	1430000	1270000	1550000	1440000	1590000	1120000	1380000	1340000	1410000	1690000	1430000	1610000	1320000
MEDN0413	175000	200000	151000	164000	152000	170000	108000	66900	65300	102000	73700	93500	44200	62600	51700	48500	54000	82000	53400	53800	41600	45900	41100	49500
MEDN0415	227000	229000	221000	188000	227000	336000	217000	230000	195000	255000	198000	220000	291000	298000	397000	247000	341000	303000	359000	246000	294000	216000	212000	386000
MEDN0430	12800	13000	12200	14400	11400	13600	11200	10800	12800	9410	11800	11300	12400	12400	13800	11600	12400	10700	13000	12100	13400	12500	14400	12900
MEDN0449	39200	26600	29200	26000	19000	54500	31700	44300	30600	38500	83400	29000	26300	32300	32600	39100	32700	35400	26200	36500	28600	25200	26400	22800
MEDN0461	74600	95800	138000	85700	122000	117000	108000	86300	114000	112000	106000	122000	121000	89400	105000	128000	101000	154000	124000	54400	97400	101000	86900	113000
MEDN0487	245000	402000	445000	225000	634000	724000	163000	510000	684000	538000	337000	533000	690000	1820000	2410000	390000	1730000	988000	2120000	390000	1100000	253000	195000	1590000
MEDN0494	259000	315000	304000	359000	317000	280000	349000	381000	302000	272000	269000	280000	311000	290000	382000	260000	362000	380000	237000	333000	332000	323000	317000	333000
MEDN0499	190000	122000	219000	217000	156000	408000	267000	250000	257000	240000	161000	214000	245000	665000	250000	216000	256000	304000	257000	375000	266000	158000	93800	634000
MEDN0502	144000	123000	965000	44000	458000	819000	92000	190000	181000	140000	137000	110000	86300	726000	2840000	77600	1040000	359000	798000	130000	229000	511000	596000	625000
MEDN0506	957000	284000	444000	874000	465000	1020000	766000	1380000	791000	904000	1050000	736000	954000	1770000	714000	1040000	1280000	615000	1290000	1040000	1210000	725000	865000	883000
MEDN0511	69100	80000	71400	59500	66700	81700	72800	78300	53200	78400	81100	91600	56400	63900	72600	77700	55300	98300	61200	58500	64000	84200	58900	76100
MEDN0530	12300	5750	8630	6190	12600	11900	18100	4580	10400	19100	6410	15800	18000	21700	11500	15300	11200	37600	15300	19200	17900	11000	22600	17200
MEDN0531	145000	162000	172000	154000	119000	122000	127000	163000	177000	227000	224000	269000	78800	80400	61200	83000	66100	113000	76300	95900	60500	88800	91800	207000
MEDN0534	250000	134000	98200	143000	67100	152000	223000	257000	250000	172000	345000	244000	229000	189000	263000	246000	307000	201000	317000	352000	361000	283000	453000	276000
MEDN0537	83200	57800	72300	137000	60200	56700	114000	83700	57500	50200	95800	74400	31700	40700	53600	32300	39900	28000	22400	42200	32700	35400	35900	17000
MEDN0538	2900000	3180000	2470000	3030000	2290000	2260000	3700000	3180000	3180000	3010000	3160000	4040000	1480000	1250000	1460000	944000	1150000	1200000	1080000	1580000	2730000	2280000	2350000	2110000
MEDN0554	929000	732000	1350000	932000	1350000	1270000	873000	1430000	880000	2000000	1310000	1500000	1070000	846000	777000	1720000	956000	835000	903000	603000	784000	434000	673000	1270000
MEDN0555	128000	187000	157000	176000	191000	172000	93600	196000	241000	205000	296000	262000	36000	36100	40100	93000	28500	44000	19800	32600	56300	11000	30700	52700
MEDN0561	99900	128000	123000	114000	276000	210000	247000	132000	156000	294000	167000	186000	83100	55600	42000	240000	59800	84200	117000	30900	151000	129000	75600	181000
MEDN0562	58800	88000	60900	54400	51400	103000	54400	63900	59100	95700	42300	53300	92800	64400	92400	75400	57200	79500	85200	39500	84700	29400	40700	107000
MEDN0570	9380	6530	5430	17000	5250	1760	3470	12300	4050	5410	25700	11900	9	9	9	9	9	9	9	9	9	9	9	9
MEDN0573	369000	401000	348000	436000	426000	326000	320000	328000	356000	272000	388000	424000	135000	120000	166000	162000	198000	194000	207000	219000	161000	216000	237000	237000
MEDN0602	9990000	2080000	1170000	2230000	492000	565000	2910000	6890000	1020000	1570000	2490000	1280000	737000	1450000	6250000	816000	5530000	662000	712000	663000	871000	1590000	5040000	1810000
MEDN0604	205000	220000	198000	193000	200000	216000	232000	205000	192000	188000	211000	192000	199000	212000	212000	199000	217000	204000	205000	196000	233000	211000	196000	208000
MEDN0610	8170	7970	11600	12500	8550	8140	9790	8110	8530	9940	10700	8870	11200	11200	9580	6180	9130	9960	8160	9750	8740	9450	10300	9280
MEDN0611	4090	4250	4660	6880	5430	6190	3680	5320	3500	5680	4780	4810	6920	5040	5880	4790	4000	6230	5860	3900	4110	4000	3540	3710
MEDN0615	531000	467000	400000	459000	464000	464000	466000	459000	483000	431000	447000	495000	200000	295000	279000	179000	184000	225000	185000	194000	216000	153000	218000	200000
MEDN0622	1210000	1500000	1170000	1260000	1260000	1100000	999000	1290000	1010000	1250000	1090000	1140000	972000	1000000	1080000	1330000	1050000	1100000	1410000	1250000	1080000	1390000	1210000	1070000
MEDN0624	332000	174000	152000	154000	136000	154000	275000	367000	493000	214000	485000	331000	254000	317000	363000	330000	348000	300000	364000	572000	598000	365000	476000	454000
MEDN0632	5890	5490	4330	4190	2630	4810	5650	5120	4970	3030	6560	4350	2880	3530	5510	5620	2750	8240	3420	4070	4260	4200	1840	6030
MEDN0636	178000	178000	317000	83300	185000	192000	197000	250000	262000	188000	274000	248000	115000	88700	62900	110000	83700	94900	96700	89100	101000	97900	95000	255000
MEDN0647	11600	5760	6490	7770	8090	9100	6000	7650	7320	9150	8870	10400	9	8370	11200	8980	7530	5380	9820	4270	7440	5870	5900	10200
MEDN0656	2370000	1450000	1540000	2150000	1900000	911000	2540000	1610000	1560000	2010000	2260000	1890000	983000	328000	167000	1670000	252000	226000	226000	1030000	1080000	1590000	1600000	191000
MEDN0658	146000	118000	137000	136000	126000	139000	146000	146000	143000	145000	139000	161000	140000	154000	140000	147000	147000	138000	133000	158000	132000	134000	138000	140000
MEDN0659	555000	253000	206000	200000	307000	519000	503000	611000	333000	192000	386000	279000	721000	1230000	1270000	791000	1040000	662000	635000	716000	940000	817000	865000	845000
MEDN0661	54500	60100	49300	41300	52400	48900	41200	35800	41500	59400	42700	40500	38600	43200	51400	57500	41800	54600	58200	54500	66200	55900	45700	48800
MEDN0669	150000	88000	42000	72500	60600	291000	56000	77900	124000	169000	175000	128000	66400	85100	83200	61800	32000	72700	95900	66500	54200	65000	79100	43300
MEDN0678	8460000	9570000	8750000	9830000	8290000	8040000	8550000	8840000	8990000	9610000	9020000	9380000	7670000	7710000	8320000	9270000	8870000	8270000	9400000	9460000	7790000	9050000	8670000	8450000
MEDN0683	19400	21800	17700	18300	17000	15400	12800	17500	21300	14800	18600	15900	16500	21400	13800	14800	20300	19200	16400	16600	17000	18700	20100	17900
MEDN0689	455000	324000	264000	501000	468000	352000	435000	398000	544000	370000	339000	525000	552000	574000	506000	445000	393000	428000	398000	434000	407000	457000	484000	559000
MEDN0698	19400	21800	17700	18300	17000	15400	12800	17500	21300	14800	18600	15900	16500	21400	13800	14800	20300	19200	16400	16600	17000	18700	20100	17900
MEDN0720	10400	11000	11900	9910	9160	7220	13400	9240	4830	9620	7200	10700	9240	8180	5690	10200	7640	8650	7240	8040	10100	12700	8490	12700
MEDN0731	29100	37800	33600	34700	27500	29000	25800	19600	27400	32600	29800	34200	29200	28300	39200	22300	21000	28800	28600	24900	30700	21700	27400	32800
MEDN0745	16700	15200	14800	18700	11100	16200	12200	14100	13400	11100	12500	14500	15500	10300	12300	11700	12500	13200	11100	14600	11800	10700	10400	12200
MEDN0747	29100	37800	33600	34700	27500	29000	25800	19600	27400	32600	29800	34200	29200	28300	39200	22300	21000	28800	28600	24900	30700	21700	27400	32800
MEDN0748	252000	161000	180000	142000	162000	256000	209000	189000	116000	313000	149000	175000	206000	146000	228000	276000	165000	142000	213000	159000	205000	112000	135000	202000
MEDN0749	2320000	3390000	4310000	2480000	3670000	3150000	1790000	1430000	2820000	2800000	1800000	3260000	1420000	3120000	2450000	3030000	3030000	3530000	2570000	1540000	3870000	2380000	2820000	4910000
MEDN0750	14400000	7130000	7210000	4430000	8100000	24500000	6500000	15400000	11600000	17400000	12900000	9730000	6870000	7680000	7410000	8150000	4770000	10300000	8730000	5460000	8080000	5810000	8950000	9270000
MEDN0751	15500000	9660000	9500000	6460000	12000000	19700000	6400000	15100000	15400000	19700000	17400000	15400000	7370000	11700000	9380000	9810000	8920000	14400000	11600000	6930000	10900000	6520000	12100000	17100000
MEDN0752	14400000	7130000	7210000	4430000	8100000	24500000	6500000	15400000	11600000	17400000	12900000	9730000	6870000	7680000	7410000	8150000	4770000	10300000	8730000	5460000	8080000	5810000	8950000	9270000
